customer_id,churned,period_count,from_calls_Jan,from_duration_Jan,from_dropped_Jan,to_calls_Jan,to_duration_Jan,to_dropped_Jan,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,period,from_calls_Feb,from_duration_Feb,from_dropped_Feb,to_calls_Feb,to_duration_Feb,to_dropped_Feb,from_calls_Mar,from_duration_Mar,from_dropped_Mar,to_calls_Mar,to_duration_Mar,to_dropped_Mar,from_calls_Apr,from_duration_Apr,from_dropped_Apr,to_calls_Apr,to_duration_Apr,to_dropped_Apr,from_calls_May,from_duration_May,from_dropped_May,to_calls_May,to_duration_May,to_dropped_May,from_calls_Jun,from_duration_Jun,from_dropped_Jun,to_calls_Jun,to_duration_Jun,to_dropped_Jun,from_calls_Jul,from_duration_Jul,from_dropped_Jul,to_calls_Jul,to_duration_Jul,to_dropped_Jul,from_calls_Aug,from_duration_Aug,from_dropped_Aug,to_calls_Aug,to_duration_Aug,to_dropped_Aug,from_calls_Sep,from_duration_Sep,from_dropped_Sep,to_calls_Sep,to_duration_Sep,to_dropped_Sep,from_calls_Oct,from_duration_Oct,from_dropped_Oct,to_calls_Oct,to_duration_Oct,to_dropped_Oct,from_calls_Nov,from_duration_Nov,from_dropped_Nov,to_calls_Nov,to_duration_Nov,to_dropped_Nov,from_calls_Dec,from_duration_Dec,from_dropped_Dec,to_calls_Dec,to_duration_Dec,to_dropped_Dec
C0000000026,0,12,1,12,0,48,457,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,3,31,2,37,375,9,0,0,0,62,598,5,1,2,1,49,528,7,0,0,0,57,559,7,2,14,0,38,297,6,3,32,0,53,569,8,0,0,0,59,581,10,2,18,0,31,303,4,3,41,0,50,405,5,3,41,0,56,590,4,2,16,0,57,441,5
C0000000121,0,12,52,504,14,70,678,10,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,54,564,9,59,557,9,51,595,5,58,505,4,61,477,11,71,673,10,68,588,11,64,623,4,37,337,2,64,675,8,69,628,12,63,610,7,54,443,10,59,606,6,59,481,11,75,668,5,63,600,9,58,479,8,57,522,9,59,507,5,69,659,12,55,491,4
C0000000750,1,7,14,106,3,46,490,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,14,182,3,55,493,4,15,132,4,63,468,8,18,159,1,46,474,4,11,134,0,67,588,9,17,147,4,66,650,3,10,101,1,56,545,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000265,1,7,70,720,20,54,491,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,76,700,15,60,582,6,67,617,13,66,542,3,63,608,14,63,693,6,73,685,14,72,714,6,58,545,13,47,391,6,70,621,11,76,723,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000772,0,12,47,386,9,43,409,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,51,504,9,43,361,4,61,555,14,53,491,8,57,542,12,40,368,5,51,566,13,47,479,6,62,549,11,49,437,7,64,569,8,56,454,8,69,665,12,59,509,5,62,544,17,32,295,4,62,519,10,55,507,6,60,492,9,53,504,4,54,405,10,58,396,6
C0000000309,0,12,10,101,1,51,392,7,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,6,48,0,53,473,5,16,127,1,42,455,3,10,92,1,62,560,11,7,60,0,43,382,9,10,112,1,47,515,5,13,127,0,55,562,11,17,144,6,45,368,2,8,78,2,54,442,5,14,133,1,53,487,11,8,85,0,56,502,8,4,25,0,39,341,4
C0000000242,1,7,8,68,0,72,693,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,7,67,1,56,452,6,6,65,3,63,628,11,6,79,1,73,586,14,3,25,0,49,482,8,3,30,2,60,476,9,8,72,1,71,671,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000104,1,6,116,1076,13,84,829,9,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,103,889,12,86,759,7,108,1096,11,70,641,6,106,962,12,89,841,8,96,860,7,87,843,9,98,850,10,82,697,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000298,0,4,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,205,0,124,1163,12,16,157,0,91,878,5,14,177,0,103,925,11
C0000000817,0,12,52,440,0,22,155,1,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,49,471,0,17,150,5,51,515,0,21,193,4,31,332,0,14,169,1,50,500,0,21,230,1,46,430,0,23,194,3,48,369,0,24,248,1,49,414,0,21,170,5,39,401,0,16,78,4,58,576,0,21,199,1,46,470,0,18,189,0,38,337,0,14,114,2
C0000000408,0,12,86,816,0,68,594,7,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,62,552,0,79,718,5,97,1012,0,70,709,5,65,649,0,78,802,4,93,989,0,82,841,5,76,780,0,76,722,4,78,698,0,90,885,8,91,906,0,78,610,6,98,853,0,88,834,12,86,736,0,88,879,9,79,646,0,72,607,6,89,866,0,69,653,7
C0000000727,1,8,7,108,0,37,423,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,5,49,0,36,329,4,8,47,0,34,303,3,6,63,0,30,259,3,3,49,0,31,260,2,10,85,0,37,404,6,12,96,0,41,357,4,6,82,0,45,393,4,,,,,,,,,,,,,,,,,,,,,,,,
C0000000670,0,12,76,701,5,71,570,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,63,603,10,58,522,4,78,781,10,66,599,5,67,621,5,52,492,3,69,582,6,68,628,3,83,857,4,60,612,2,78,664,6,66,616,4,82,731,6,57,515,6,80,826,8,66,547,5,69,615,6,77,713,3,71,711,5,69,608,8,80,892,5,55,414,3
C0000000281,0,12,12,158,4,62,545,11,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,10,77,4,63,587,5,12,105,0,62,541,4,14,172,2,64,533,9,14,164,0,68,742,14,16,161,4,70,744,5,14,160,3,80,690,8,14,166,4,63,589,7,15,185,5,65,686,7,13,113,3,69,625,8,12,106,3,67,727,7,13,72,3,66,518,4
C0000000041,1,8,199,1897,0,77,621,10,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,195,1831,0,65,567,11,207,1910,0,77,729,13,174,1709,0,72,622,6,208,1893,0,68,646,9,192,1879,0,80,699,9,176,1676,0,71,507,5,217,1977,0,64,620,5,,,,,,,,,,,,,,,,,,,,,,,,
C0000000458,1,7,44,347,7,76,634,8,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,46,449,4,59,484,9,38,372,5,61,534,6,47,461,2,69,530,7,45,390,1,62,519,4,44,378,6,55,468,8,51,454,5,65,617,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000022,0,3,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,831,7,49,426,2,109,828,13,53,420,9
C0000000349,1,12,75,625,7,45,369,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,70,667,6,41,484,3,92,726,5,39,314,3,76,683,12,24,216,5,83,875,8,33,334,3,72,686,6,27,251,3,75,702,5,29,181,5,70,728,7,33,303,4,97,827,8,34,339,5,89,937,10,35,351,4,73,621,8,30,373,2,55,463,4,32,354,4
C0000000172,0,12,13,140,0,52,518,2,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,13,123,1,61,577,8,13,97,0,58,494,4,18,148,4,52,579,7,11,107,3,50,508,5,16,146,3,36,336,6,16,154,1,57,484,8,16,154,3,56,527,8,12,94,1,55,532,4,16,151,3,58,559,4,11,114,2,65,669,9,10,70,1,60,550,4
C0000000820,0,4,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,115,2,74,631,10,12,140,2,74,648,6,10,89,2,71,665,8
C0000000975,0,3,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,1511,0,83,829,5,171,1503,0,95,885,13
C0000000270,0,12,17,186,2,76,650,10,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,12,74,4,79,726,4,11,75,3,88,785,9,10,112,1,69,631,8,11,105,2,67,706,9,11,146,3,71,647,9,16,171,3,101,865,11,14,132,1,73,581,12,13,91,2,75,690,12,14,113,5,93,1030,12,10,88,3,99,860,11,16,143,4,72,548,9
C0000000048,0,6,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,73,0,42,454,5,9,82,0,25,276,2,11,98,0,41,374,1,9,92,0,49,460,8,10,98,0,38,320,1
C0000000204,1,9,110,977,15,17,170,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,99,955,11,21,186,3,106,926,15,23,191,3,121,1081,18,20,218,1,109,1049,12,14,124,2,128,1242,16,21,218,4,120,1023,11,24,252,4,110,1002,15,26,227,2,119,1106,13,33,264,3,,,,,,,,,,,,,,,,,,
C0000000532,1,4,195,1768,20,80,699,3,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,164,1483,12,56,597,9,211,2086,23,97,913,13,157,1462,23,73,770,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000710,0,9,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,151,1307,8,100,1063,14,153,1215,4,89,697,13,163,1676,10,105,942,7,163,1418,10,82,683,11,161,1566,5,67,588,8,139,1211,6,81,867,16,154,1363,9,99,920,19,146,1449,7,84,685,7
C0000000365,0,11,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,136,1343,40,53,435,4,112,1003,28,38,382,1,115,1117,32,54,551,4,93,857,19,43,375,4,127,1166,40,46,402,1,101,920,30,47,472,4,114,1062,25,39,416,3,113,976,31,54,417,4,101,994,20,45,346,5,119,1044,35,48,480,0
C0000000436,0,12,15,155,1,61,418,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,15,144,2,47,413,3,14,129,2,44,383,5,10,80,1,53,478,6,11,84,2,52,459,3,13,78,0,50,520,4,13,98,0,44,472,4,11,122,1,63,582,5,14,137,2,50,480,6,14,92,0,67,585,7,15,138,2,34,333,4,14,170,5,59,499,9
C0000000158,0,7,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,34,0,53,379,3,8,87,0,51,478,4,7,64,0,43,371,6,12,139,0,42,281,6,10,115,0,35,267,5,8,43,0,46,362,3
C0000000964,1,6,5,40,0,70,671,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,2,18,0,53,444,6,5,42,0,66,624,3,11,117,0,58,485,2,8,65,2,67,587,11,7,73,1,68,697,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000522,0,12,14,99,1,91,822,2,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,6,21,0,79,860,8,12,90,0,83,833,9,4,59,0,86,764,11,12,132,1,79,667,8,5,50,0,76,700,9,9,89,1,76,674,10,7,82,1,85,753,14,14,151,3,83,779,5,8,55,1,84,745,7,11,130,0,87,807,5,8,68,1,88,842,10
C0000000960,0,12,26,198,0,90,824,12,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,28,286,0,70,639,6,18,152,0,105,1058,16,20,159,0,117,1190,13,19,177,0,99,947,8,30,325,0,83,680,8,21,193,0,91,812,6,29,254,0,81,714,12,30,306,0,114,1028,11,23,232,0,106,865,12,34,336,0,92,943,9,22,133,0,103,933,12
C0000000560,1,10,107,996,18,37,283,1,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,89,760,18,44,423,7,100,956,15,33,332,4,98,851,23,44,393,8,92,825,21,30,214,4,90,763,16,36,368,2,115,990,23,36,448,5,94,783,19,38,312,3,94,947,21,34,276,5,121,1109,25,37,327,2,,,,,,,,,,,,
C0000000723,1,6,0,0,0,85,866,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,2,20,1,93,838,8,1,2,0,97,954,11,3,38,0,73,746,8,1,8,0,97,964,21,0,0,0,91,805,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0000000587,0,12,1,6,0,100,828,11,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,1,8,0,103,950,12,4,29,1,113,1074,10,2,27,0,77,708,9,6,43,0,111,844,12,6,82,0,106,950,9,5,25,1,107,1016,9,5,70,1,100,920,5,10,104,2,90,859,9,3,25,0,100,986,13,2,14,0,102,932,12,5,49,0,75,658,9
C0000000415,0,12,8,109,1,72,654,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,15,120,3,61,692,8,5,60,1,91,860,9,12,91,2,69,537,6,11,66,1,79,779,9,7,93,0,68,704,5,8,102,2,72,601,5,8,62,0,95,919,10,12,85,2,65,657,6,10,112,2,80,693,8,13,146,3,72,657,9,7,78,0,71,678,4
C0000000891,0,12,1,1,0,92,830,11,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,1,12,1,82,692,9,0,0,0,88,787,7,0,0,0,87,797,7,0,0,0,86,806,9,0,0,0,88,861,8,0,0,0,96,884,6,1,10,0,87,742,12,0,0,0,80,644,7,0,0,0,106,1019,12,0,0,0,91,913,8,1,13,1,80,790,7
C0000000961,0,6,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,72,665,5,0,0,0,67,638,6,0,0,0,73,710,5,1,1,0,60,477,5,4,28,0,62,460,5
C0000000393,0,12,11,89,3,34,278,5,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,10,101,2,38,370,4,16,97,1,47,443,3,9,95,1,39,350,3,7,102,0,51,532,6,17,193,5,33,283,4,17,190,5,37,315,6,8,82,1,42,328,5,15,161,3,33,350,2,14,121,1,40,428,5,11,94,2,28,242,0,8,58,2,28,224,2
C0000000596,0,10,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,14,117,0,57,458,12,10,58,0,73,707,8,12,97,0,95,994,5,20,214,0,52,489,2,26,212,0,68,720,8,13,158,0,59,544,5,13,138,0,73,680,6,13,107,0,61,583,3,13,96,0,77,682,5
C0000000278,0,12,76,622,3,80,730,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,71,709,2,47,440,4,68,656,4,77,717,9,95,847,5,52,423,5,86,643,5,63,536,7,83,837,0,60,638,8,72,713,3,52,503,12,88,709,3,64,568,5,88,873,12,63,534,10,80,791,7,72,679,13,92,829,6,54,525,6,82,722,6,69,678,7
C0000000889,0,12,56,611,3,53,418,4,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,53,407,2,46,435,5,66,609,2,61,619,1,48,400,6,41,348,4,51,460,3,69,627,6,64,639,3,69,657,2,63,609,6,54,512,2,62,557,1,57,518,4,64,536,2,44,442,1,57,586,1,53,490,0,60,488,5,57,466,4,77,715,5,74,654,7
C0000000072,0,3,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,1603,17,54,523,6,226,2055,21,51,484,3
C0000000042,0,12,140,1336,21,87,780,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,122,1136,20,76,823,3,136,1272,20,76,632,5,135,1284,18,79,693,4,117,1042,19,80,673,7,133,1173,14,62,606,3,145,1308,26,76,767,1,127,997,23,96,867,9,135,1390,20,73,685,8,121,1148,19,83,895,6,125,1134,22,93,905,12,144,1399,21,83,804,3
C0000000828,0,9,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,,,,,,,4,24,1,61,627,5,4,33,2,76,738,6,10,132,3,64,564,4,10,89,2,60,565,8,6,57,3,62,656,7,7,31,0,55,446,3,9,66,0,53,448,4,2,18,0,59,477,6
C0000000669,1,11,5,48,1,65,699,6,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,0,0,0,51,464,4,2,20,1,69,584,9,2,13,0,89,953,5,3,16,0,89,817,9,2,30,0,65,595,1,1,4,0,68,626,6,1,8,0,56,452,8,0,0,0,65,574,6,2,9,0,78,645,7,0,0,0,81,750,8,,,,,,
C0000000001,1,8,10,89,2,40,332,3,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,11,115,4,48,414,9,16,132,4,57,481,3,17,175,1,56,445,6,16,121,2,36,352,2,17,159,2,42,383,5,16,139,3,35,344,2,21,145,2,50,525,8,,,,,,,,,,,,,,,,,,,,,,,,
C0000000744,1,12,35,336,5,64,615,7,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,40,374,12,74,795,5,40,325,7,96,845,11,37,277,4,71,741,5,39,348,5,76,666,9,37,380,10,75,683,2,34,420,5,79,677,8,41,379,6,73,706,10,32,347,7,74,703,10,40,376,7,72,740,8,38,400,9,77,661,9,37,345,5,70,641,11
C0000000409,0,12,100,895,5,37,350,0,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,107,917,8,25,211,1,119,1041,7,30,228,2,100,879,6,36,372,1,115,1084,3,45,445,2,110,960,6,26,209,1,109,1074,4,45,485,3,135,1332,4,40,411,0,136,1234,7,32,284,2,125,1144,6,34,332,0,130,1153,5,29,231,1,120,1139,8,40,380,3
C0000000697,0,10,,,,,,,gender,age,type,location,callcenter_callcount,text_package_deal,voice_package_deal,4g_handset_deal,all_u_can_eat_data_deal,accidental_damage_cover_deal,europe_roamer_deal,americas_roamer_deal,asia_africa_roamer_deal,extra_handset_deal,musicsubscription_deal,Jan,,,,,,,,,,,,,3,39,0,81,691,9,1,16,0,83,675,9,1,18,0,80,703,7,2,17,0,87,734,8,3,5,1,99,830,16,0,0,0,99,838,10,3,30,0,97,948,14,1,4,0,92,814,9,2,19,0,91,853,7
